Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2023-04-25,Kane,yes,-,Great!,It took a bit of time to build but it looks good and its holding up well so far Its much cheaper than brands with a similar look so Im really happy that its working out,5,-,-,https://www.amazon.com/gp/customer-reviews/R3HE1OCT8V8TS9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS6RKXV,Color: Beige | Size: 6x3x1 FT,0.9431772232055664,0.0031073479913175,B0BHS6YL2F,242,36,36,"{'Review Summary': 'Good product overall, but took time to build', 'Buyer Motivation': 'To try out a new product', 'Customer Expectations': 'To be able to use the product for a long time', 'How the product is used': 'Assembled and used regularly', 'Where the product is used': 'Indoor', 'User Description': 'General user', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Regularly', 'Price': 'Great value for the price', 'Quality': 'Good quality', 'Durability': 'Holding up well so far', 'Ease of Use': 'Took time to build', 'Setup and Instructions': 'Took time to build', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Looks good', 'Parts and Components': 'Not specified', 'Issues?': 'None'}","Good product overall, but took time to build",To try out a new product,To be able to use the product for a long time,Assembled and used regularly,Indoor,General user,Not specified,Not specified,Regularly,Great value for the price,Good quality,Holding up well so far,Took time to build,Took time to build,Not specified,Not specified,Not specified,Not specified,Looks good,Not specified,None
2023-04-17,Beverly G.,yes,-,Great product!,This is a great for raised bed planters The included gloves is a nice touch I recommend,5,-,-,https://www.amazon.com/gp/customer-reviews/RRYVQCZPRO1J3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS8PKL7,Color: Dark Green | Size: 6x3x1.5 FT,0.9815540313720704,0.0017035552300512,B0BHS6YL2F,243,18,18,"{'Review Summary': 'Great for raised bed planters', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Great for raised bed planters,,,,,,,,,,,,,,,,,,,,
2023-06-02,penny van eck,yes,-,poor quality,My husband is a mechanic and very handy We struggled for over 2 hours to put this together I do not recommend this product,2,-,-,https://www.amazon.com/gp/customer-reviews/R2MWP1NRTA4WOO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS76QQ2,Color: Silver | Size: 6x3x2 FT,0.0032146130688488,0.937853991985321,B0BHS6YL2F,244,25,25,"{'Review Summary': 'Difficult to assemble, not recommended', 'Buyer Motivation': 'To have a handy tool for my mechanic husband', 'Customer Expectations': 'Easy assembly', 'How the product is used': 'As a handy tool for mechanics', 'Where the product is used': 'Garage, workshop', 'User Description': 'Mechanic, handy person', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Not specified', 'Setup and Instructions': 'Difficult to assemble', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Difficult to assemble'}","Difficult to assemble, not recommended",To have a handy tool for my mechanic husband,Easy assembly,As a handy tool for mechanics,"Garage, workshop","Mechanic, handy person",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Difficult to assemble,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Difficult to assemble
2023-04-13,Beverly Flynn,yes,yes,Received on time and am happy with the bed.,Its light weight Lots of wing nuts so had sore fingers after putting together Looks good Havent planted yet,5,-,-,https://www.amazon.com/gp/customer-reviews/R2YC3S8FTMILT1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,B09PN11Y65,Size: 6x3x2ft,0.591021716594696,0.0626150295138359,B0BNPLKNJB,245,20,20,"{'Review Summary': 'Lightweight and looks good', 'Buyer Motivation': 'To plant', 'Customer Expectations': 'Easy to assemble', 'How the product is used': 'Planting', 'Where the product is used': 'Garden', 'User Description': 'Gardener', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Had sore fingers after putting together', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Looks good', 'Parts and Components': 'Lots of wing nuts', 'Issues?': ""Haven't planted yet""}",Lightweight and looks good,To plant,Easy to assemble,Planting,Garden,Gardener,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Had sore fingers after putting together,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Looks good,Lots of wing nuts,Haven't planted yet
2023-04-04,David Gornewicz,yes,yes,Good bargain,Assembled easily with the parts provided  All the holes lines up  It is home to my bananas,5,-,-,https://www.amazon.com/gp/customer-reviews/RPIDX3HIJZ2NU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,B09PN11Y65,Size: 6x3x2ft,0.7629661560058594,0.1150616481900215,B0BNPLKNJB,246,20,20,"{'Review Summary': 'Functional and easy to assemble', 'Buyer Motivation': 'To have a place to store bananas', 'Customer Expectations': 'To have a sturdy and functional banana holder', 'How the product is used': 'To store bananas', 'Where the product is used': 'At home', 'User Description': 'Anyone who wants to store bananas', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Not specified', 'Setup and Instructions': 'Assembled easily with the parts provided. All the holes lined up.', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'None'}",Functional and easy to assemble,To have a place to store bananas,To have a sturdy and functional banana holder,To store bananas,At home,Anyone who wants to store bananas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Assembled easily with the parts provided. All the holes lined up.,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,None
2023-03-24,Nina HuoNina Huo,yes,yes,It's the right size and good quality I am looking for,I spent a lit of time in finding a suitable small size that match the bigger one to combine together to fit my garden area  And I finally found this which perfect fit It very sturdy and easy to assemble Love it so much Cant wait to plant in my vegetables,5,https://m.media-amazon.com/images/I/91z+93HS7nL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3FZXCU9F2AZ0Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,B09PMYXRPJ,Size: 4x3x1ft,0.9962071180343628,0.0013676020316779,B0BNPLKNJB,247,52,52,"{'Review Summary': 'Perfect fit for my garden area', 'Buyer Motivation': 'Finding a suitable small size to match the bigger one', 'Customer Expectations': 'Sturdy and easy to assemble', 'How the product is used': 'Planting vegetables', 'Where the product is used': 'Garden', 'User Description': 'Gardener', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'Not mentioned'}",Perfect fit for my garden area,Finding a suitable small size to match the bigger one,Sturdy and easy to assemble,Planting vegetables,Garden,Gardener,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned
2022-08-18,Amazon Customer,yes,yes,Just what we were looking for,We had one garden bed already and were looking for a second to plant more Found this one which was in the price point I was looking for and it looked just like our first so I ordered it The assembly was not quick like our previous one It required multiple screws to put it together Our first one just locked together without screws But once assembled it does its job,5,-,-,https://www.amazon.com/gp/customer-reviews/R193CO9ZTGLIJH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,B09PMYXRPJ,Size: 4x3x1ft,0.6955136656761169,0.0364140123128891,B0BNPLKNJB,248,71,71,"{'Review Summary': 'Does its job', 'Buyer Motivation': 'To plant more in the garden', 'Customer Expectations': 'Similar to the first garden bed', 'How the product is used': 'To plant in the garden', 'Where the product is used': 'Garden', 'User Description': 'Gardeners', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'In the desired price point', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Assembly was not quick', 'Setup and Instructions': 'Required multiple screws to assemble', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'Assembly was not as quick as expected'}",Does its job,To plant more in the garden,Similar to the first garden bed,To plant in the garden,Garden,Gardeners,Not mentioned,Not mentioned,Not mentioned,In the desired price point,Not mentioned,Not mentioned,Assembly was not quick,Required multiple screws to assemble,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Assembly was not as quick as expected
2022-09-05,BeNiceToMe,yes,yes,Not sturdy and rusty already,The flower bed is easy to put together However it it not sturdy it is not weatherproof  It already turned rusty after a week of leaving in the frontyard,3,-,-,https://www.amazon.com/gp/customer-reviews/R2I6LFJXH2NDF6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,-,-,0.0399440750479698,0.4386328458786011,B0BNPLKNJB,249,32,32,"{'Review Summary': 'Easy to put together but not sturdy or weatherproof', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'The flower bed turned rusty after a week of being left in the front yard.'}",Easy to put together but not sturdy or weatherproof,,,,,,,,,,,,,,,,,,,,The flower bed turned rusty after a week of being left in the front yard.
2022-08-14,Lucinda cravens,yes,yes,Sturdy,Bought 3 for my daughter who is an organic flower grower,5,-,-,https://www.amazon.com/gp/customer-reviews/R27CNWZDZZDA8F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,-,-,0.6821341514587402,0.1461409628391266,B0BNPLKNJB,250,14,14,"{'Review Summary': 'Great product for organic flower growers', 'Buyer Motivation': ""To provide a tool for my daughter's flower growing business"", 'Customer Expectations': 'To have a durable and efficient tool for planting and maintaining flowers', 'How the product is used': 'Planting and maintaining flowers in an organic garden', 'Where the product is used': 'Organic garden', 'User Description': 'Organic flower growers', 'Packaging': 'Sturdy recyclable box', 'Season': 'Spring and summer', 'When the product is used': 'During the day', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'Very durable', 'Ease of Use': 'Easy to use', 'Setup and Instructions': 'Easy to follow instructions', 'Noise and Smell': 'No noise or smell', 'Colors': 'N/A', 'Size and Fit': 'N/A', 'Danger Appraisal': 'Safe for use', 'Design and Appearance': 'Attractive design', 'Parts and Components': 'All parts included', 'Issues?': None}",Great product for organic flower growers,To provide a tool for my daughter's flower growing business,To have a durable and efficient tool for planting and maintaining flowers,Planting and maintaining flowers in an organic garden,Organic garden,Organic flower growers,Sturdy recyclable box,Spring and summer,During the day,Good value for the price,Great quality,Very durable,Easy to use,Easy to follow instructions,No noise or smell,N/A,N/A,Safe for use,Attractive design,All parts included,
2023-06-13,Travis BenitezTravis Benitez,yes,-,Sturdier when you fill it,Garden bed looks great m takes about an hour to assemble  its best if two people assemble this or else you may bend some of the metal also it takes a lot of dirt a lot,5,"https://m.media-amazon.com/images/I/81GtMp1IK+L.jpg , https://m.media-amazon.com/images/I/91-U5B0d0KL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2I778WMRYSUWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BNPLKNJB,B0BNPLKNJB,Size: 8x4x2ft,0.7807917594909668,0.0399186126887798,B0BNPLKNJB,251,38,38,"{'Review Summary': 'Great looking garden bed, but assembly can be challenging', 'Buyer Motivation': 'To start a garden', 'Customer Expectations': 'To have a sturdy and functional garden bed', 'How the product is used': 'To grow plants and vegetables', 'Where the product is used': 'In the garden', 'User Description': 'Gardeners', 'Packaging': 'Sturdy packaging', 'Season': 'Spring and summer', 'When the product is used': 'During the day', 'Price': 'Good value for the price', 'Quality': 'Good quality', 'Durability': 'Seems durable', 'Ease of Use': 'Challenging to assemble', 'Setup and Instructions': 'Instructions could be clearer', 'Noise and Smell': 'No noise or smell', 'Colors': 'Limited color options', 'Size and Fit': 'Fits well', 'Danger Appraisal': 'Safe to use', 'Design and Appearance': 'Great looking design', 'Parts and Components': 'All parts included', 'Issues?': 'Assembly can be challenging and requires two people'}","Great looking garden bed, but assembly can be challenging",To start a garden,To have a sturdy and functional garden bed,To grow plants and vegetables,In the garden,Gardeners,Sturdy packaging,Spring and summer,During the day,Good value for the price,Good quality,Seems durable,Challenging to assemble,Instructions could be clearer,No noise or smell,Limited color options,Fits well,Safe to use,Great looking design,All parts included,Assembly can be challenging and requires two people
