"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
273,4,"Unknown","Unknown","0.013337568","0.84478486","Unknown","Unknown","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Product is too strong","Unknown","Unknown","Unknown","Unknown","Not easy to write","Too strong","B083CX6B27","B07Q899BPB"
274,5,"Great building blocks for kids","Unknown","0.9543432","0.008581139","Unknown","Unknown","Building and playing","[]","Unknown","Delight","No","NaN","Yes","Kids love to play and build with the blocks","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver who purchased the blocks for kids","Great for the kids","The kids love to play and build with the blocks this is the third time I have ordered them","B083CX6B27","B07Q899BPB"
275,5,"Good quality magnetic drawing board for kids' learning stage.","Magnetic drawing board with tracing lines for letters","0.90755916","0.0059059435","Unknown","None mentioned","For kids' learning stage","[]","Unknown","Positive","No","NaN","Yes","Good quality materials, helpful for learning stage","No","NaN","Unknown","Unknown","Unknown","Parent of a 4-year-old child","Great board","I bought this for my 4 years old Is made of good materials it doesnt feel cheap The magnets work fine and you can draw easily I find helpful for his learning stage the side to follow the lines of the letters","B083CX6B27","B07Q899BPB"
276,3,"Letter side works well, but drawing side has frustrating issue with balls not dropping down","10 balls on drawing side not dropping down","0.16960192","0.27658004","Fix the issue with balls not dropping down","Frustration with balls not dropping down on drawing side","Drawing and writing","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Issue with balls not dropping down","Unknown","Unknown","Unknown","Unknown","Meh 🫤","Letter side working well but apx 10 of balls on drawing side will not drop back down frustrating the user","B083CX6B27","B07Q899BPB"
277,5,"Fun and engaging way to learn the alphabet.","Unknown","0.88194543","0.011189248","Unknown","Unknown","Learning the alphabet","[]","Unknown","Positive","No","NaN","Yes","Fun and engaging way to learn","No","NaN","Unknown","Unknown","Unknown","Unknown","Good Quality","This is a fun way to trace the alphabet letters","B083CX6B27","B07Q899BPB"
278,5,"Good sensory toy for children learning to write and trace letters.","Marbles and magnets for tactile stimulation, letters for tracing","0.8872426","0.0035718451","Improved magnet functionality","Magnets sometimes get stuck and won't reset","Tracing letters and tactile stimulation","[]","Indoors","Positive","No","NaN","Yes","Tactile stimulation, safe for furniture and walls","No","NaN","Unknown","Unknown","Unknown","Parent of a child learning to write","No mess fun","This is a good sensory toy My son likes the feel of the marbles and magnets The magnets do get stuck sometimes and will not push down when youre trying to reset them He is still learning how to write his letters but with this toy he is tracing the letters I like that I dont have to worry about him coloring furniture or a wall when he is using this toy","B083CX6B27","B07Q899BPB"
279,1,"Received damaged/used product instead of new","Unknown","0.01717107","0.8208156","Replacement of damaged/used product with a new one","Received damaged/used product instead of new","Unknown","[]","Unknown","Anger","Yes","Received damaged/used product instead of new","No","NaN","Yes","Received damaged/used product instead of new","Unknown","Unknown","Unknown","Unknown","Not good","I paid for a new product but I received something that seems damaged  used","B083CX6B27","B07Q899BPB"
280,1,"Item arrived defective and unusable","Missing magnet in pen","0.00066674745","0.99737424","Replacement or refund","Defective item, missing magnet in pen","Unknown","[]","Unknown","Anger","Yes","Defective item, missing magnet in pen","No","NaN","Yes","Defective item, missing magnet in pen","Unknown","Unknown","Unknown","Unknown","Missing the magnet so it is unusable","This is a piece of garbage The item arrived without the magnet in the pen so it is completely useless","B083CX6B27","B07Q899BPB"
281,5,"Good for letter exposure and as a fidget toy, but tricky to use for strengthening pencil grip","Magnetic drawing board and letter board","0.9446826","0.0035932977","Easier tracing on letter board side","Tricky to use for strengthening pencil grip, strong magnet makes it difficult to trace letters","Practicing pencil grip, letter exposure, drawing, fidgeting","[]","Home, school","Positive","No","NaN","Yes","Fun toy, satisfying fidget toy","Yes","Tricky to use for intended purpose, strong magnet","Unknown","Unknown","Unknown","Parent who bought the product for their 4-year-old child","Neat toy!","Bought mostly for 4 year old to practicestrengthen pencil grip The letter board side is tricky The magnet is very strong and the pencil doesnt easily glide over to trace letters I think its still good for letter exposure and is a fun toy My 11 and 13 year old like playing with the drawing board side My husband does too Its a satisfying fidget toy","B083CX6B27","B07Q899BPB"
282,5,"Highly popular with kids","Unknown","0.98514676","0.0042489492","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Highly popular with kids","No","NaN","Unknown","Unknown","Unknown","Unknown","Good","My kids fight over this I love it","B083CX6B27","B07Q899BPB"
283,2,"Not suitable for young children, pen and magnet easily breakable.","Magnetic drawing board with pen and beads","0.0032321606","0.9633163","Sturdier pen and magnet, better design to prevent beads from coming up","Pen and magnet easily breakable, beads come up too easily","Drawing and playing with beads","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Easily breakable, not suitable for young children","Unknown","Unknown","Unknown","Parent of a 4-year-old child","Light Use Only","Within a day my nearly 4yo broke the pen off of the board Within 2 days the pen itself I had reattached with string was broken apart and the magnet missing The board is now unusable I also found it a little difficult to use the beads would come up because of the pen magnet but so would others around it Im sure this would be great for older kids without younger siblings Ended up being a waste of money for us ","B083CX6B27","B07Q899BPB"
285,4,"Love the product, but wish the pen was attached to it.","Unknown","0.6584227","0.25614214","Attach the pen to the side of the product","Pen is not attached to the product, causing inconvenience","Unknown","[]","Unknown","Positive","No","NaN","Yes","Loves the product","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their child","Please attach the pen","Absolutely love this product so much so that Ive purchased it twice The downfall is that the pen isnt stuck to it So when my kid forgets to place it back then we are stuck with no pen Wished they attached the pen to the side so I wouldnt have to hunt for it","B07X7YFZWG","B07XCRVK2Y"
286,5,"Great for all ages","unknown","0.9722087","0.007262741","unknown","unknown","unknown","[]","unknown","Positive","false","NaN","true","Suitable for all ages","false","NaN","unknown","unknown","unknown","unknown","CLASSROOM Fidget","Great for all ages","B07XCRT49W","B07XCRVK2Y"
287,5,"Great purchase for preschool classroom","Unknown","0.9784522","0.00286821","Unknown","Unknown","In a preschool classroom","[]","Preschool classroom","Positive","No","NaN","Yes","Loved by children and gets lots of use","No","NaN","Unknown","Unknown","Unknown","Parent or teacher who purchased the product for a preschool classroom","Preschool","Purchased for my childs preschool classroom They love them and get lots of use out of them","B07X7YFZWG","B07XCRVK2Y"
288,5,"Great fidget device for kids and adults, durable and ASMR friendly.","Unknown","0.99163514","0.0013499174","Unknown","Unknown","Fidgeting","[]","Unknown","Delight","No","NaN","Yes","Fun for kids and adults, durable, ASMR friendly","No","NaN","Unknown","Unknown","Unknown","Unknown","Screen Free Fantastic!","This is a great little fidget fun device Kids and adults alike can use this fun item Durable and ASMR friendly as well","B07XCRT49W","B07XCRVK2Y"
289,5,"Great Xmas gift for a creative child","Unknown","0.95930576","0.004835684","Unknown","Unknown","Carried everywhere for creative play","[]","Unknown","Delight","No","NaN","Yes","Grandson really likes it, great for creative play","No","NaN","Xmas","Winter","Unknown","Grandparent who purchased the product as a gift","Grandson loved it 💯","One good Xmas gift for my grandson He really likes it he carried it with him everywhere Great for a creative mind ","B07XCRVK2Y","B07XCRVK2Y"
290,4,"Positive review with a minor suggestion for improvement","Magnetic notepad with detachable pen","0.5824139","0.031684384","Pen attachment to notepad","Detachable pen can be misplaced","Taking notes, writing reminders","[]","Home, office, school","Positive","No","NaN","Yes","Likes the product","No","NaN","unknown","unknown","unknown","unknown","Cool","I like this but I wish the pen were attached I know its gonna be misplaced and then Ill need to find another magnet to use","B07XCRT49W","B07XCRVK2Y"
291,5,"Great purchase for young children","Unknown","0.96121025","0.0073275333","Unknown","Unknown","By 5 and 6-year-old children","[]","Unknown","Positive","No","NaN","Yes","Loved by the grandkids","No","NaN","Unknown","Unknown","Unknown","Grandparent","good quality and entertaining for grandkids","Bought for my 5 and 6yr old grandkids and they loved it","B07XCRT49W","B07XCRVK2Y"
292,5,"Fun and satisfying toy that provides a break from screen time and promotes sharing.","Magnetic toy","0.9967983","0.00076666975","Unknown","None mentioned","As a fun alternative to screen time","[]","Unknown","Positive","No","NaN","Yes","Satisfying and relaxing to use, fun for the whole family","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the toy for their child's birthday","Whole family is addicted!","I added this to my sons birthday gift list and we all love it So satisfying and relaxing both pulling up the magnets and pushing them back down It makes a great inexpensive gift that provides a fun alternative to screen time Plus we get to practice sharing since mom loves it too","B07XCRVK2Y","B07XCRVK2Y"
293,5,"Highly popular among kids of all ages.","Unknown","0.9437613","0.018869946","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Highly popular among kids of all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","Gets them off the video tablets!","Oh My The kids are fighting over this We had to buy three more The 14 year old loves it as much as the 3 year old","B07XCRT49W","B07XCRVK2Y"
294,5,"Great toy for all ages, easy to play with and perfect for traveling.","Unknown","0.9918507","0.001483686","Unknown","Unknown","Playing","[]","Unknown","Delight","No","NaN","Yes","Easy to play with, fun, great for traveling","No","NaN","Unknown","Unknown","Unknown","Unknown","amazing","bought this for my sister and she loves it so easy to play with and very fun also great for traveing","B07XCRT49W","B07XCRVK2Y"
